Município;ICD10 Chapter I;ICD10 Chapter II;ICD10 Chapter III;ICD10 Chapter IV;ICD10 Chapter V;ICD10 Chapter VI;ICD10 Chapter VII;ICD10 Chapter VIII;ICD10 Chapter IX;ICD10 Chapter X;ICD10 Chapter XI;ICD10 Chapter XII;ICD10 Chapter XIII;ICD10 Chapter XIV;ICD10 Chapter XV;ICD10 Chapter XVI;ICD10 Chapter XVII;ICD10 Chapter XVIII;ICD10 Chapter XX;Total;cod_municipio
411721 Nova Santa Bárbara;0.0;7.0;0.0;1.0;1.0;0.0;0.0;0.0;14.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;35.0;411721
411722 Nova Santa Rosa;0.0;11.0;0.0;7.0;0.0;1.0;0.0;0.0;20.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;59.0;411722
411727 Nova Tebas;0.0;9.0;0.0;6.0;1.0;0.0;0.0;0.0;20.0;9.0;4.0;0.0;1.0;2.0;0.0;1.0;1.0;5.0;9.0;68.0;411727
411729 Novo Itacolomi;1.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;411729
411730 Ortigueira;2.0;23.0;1.0;5.0;0.0;2.0;0.0;0.0;48.0;17.0;9.0;0.0;1.0;5.0;0.0;6.0;0.0;7.0;24.0;150.0;411730
411740 Ourizona;0.0;4.0;2.0;1.0;0.0;1.0;0.0;0.0;8.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;25.0;411740
411745 Ouro Verde do Oeste;1.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;29.0;411745
411750 Paiçandu;6.0;39.0;1.0;13.0;3.0;8.0;0.0;0.0;57.0;29.0;15.0;0.0;2.0;5.0;1.0;1.0;4.0;10.0;33.0;227.0;411750
411760 Palmas;9.0;43.0;0.0;9.0;1.0;3.0;0.0;0.0;60.0;27.0;21.0;1.0;0.0;5.0;1.0;2.0;4.0;27.0;37.0;250.0;411760
411770 Palmeira;3.0;49.0;1.0;11.0;5.0;3.0;0.0;0.0;74.0;21.0;12.0;0.0;0.0;1.0;1.0;4.0;1.0;24.0;26.0;236.0;411770
411780 Palmital;1.0;20.0;1.0;4.0;1.0;1.0;0.0;0.0;25.0;14.0;5.0;0.0;0.0;2.0;0.0;2.0;2.0;4.0;10.0;92.0;411780
411790 Palotina;8.0;37.0;1.0;6.0;1.0;8.0;0.0;0.0;52.0;13.0;12.0;0.0;1.0;3.0;2.0;1.0;3.0;7.0;23.0;178.0;411790
411800 Paraíso do Norte;0.0;11.0;0.0;5.0;2.0;5.0;0.0;0.0;45.0;9.0;5.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;13.0;99.0;411800
411810 Paranacity;2.0;16.0;1.0;10.0;0.0;4.0;0.0;0.0;20.0;3.0;6.0;0.0;1.0;2.0;0.0;1.0;0.0;4.0;8.0;78.0;411810
411820 Paranaguá;67.0;148.0;5.0;84.0;6.0;19.0;0.0;0.0;270.0;81.0;40.0;1.0;2.0;11.0;2.0;21.0;6.0;54.0;120.0;937.0;411820
411830 Paranapoema;1.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;19.0;411830
411840 Paranavaí;21.0;107.0;5.0;38.0;10.0;16.0;0.0;0.0;178.0;50.0;36.0;0.0;1.0;10.0;1.0;8.0;5.0;12.0;70.0;568.0;411840
411845 Pato Bragado;0.0;8.0;0.0;5.0;0.0;1.0;0.0;0.0;12.0;4.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;41.0;411845
411850 Pato Branco;3.0;79.0;3.0;14.0;7.0;16.0;0.0;0.0;93.0;47.0;23.0;1.0;0.0;7.0;2.0;8.0;5.0;49.0;41.0;398.0;411850
411860 Paula Freitas;2.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;5.0;45.0;411860
411870 Paulo Frontin;0.0;20.0;1.0;1.0;0.0;0.0;0.0;0.0;22.0;8.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;4.0;64.0;411870
411880 Peabiru;1.0;23.0;0.0;1.0;2.0;3.0;0.0;0.0;48.0;4.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;14.0;104.0;411880
411885 Perobal;0.0;9.0;0.0;3.0;0.0;3.0;0.0;0.0;7.0;10.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;41.0;411885
411890 Pérola;5.0;11.0;0.0;10.0;0.0;2.0;0.0;0.0;32.0;8.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;4.0;3.0;82.0;411890
411900 Pérola d'Oeste;1.0;9.0;0.0;3.0;0.0;1.0;0.0;0.0;18.0;8.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;5.0;53.0;411900
411910 Piên;0.0;16.0;0.0;3.0;1.0;4.0;0.0;0.0;14.0;7.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0;59.0;411910
411915 Pinhais;27.0;130.0;3.0;45.0;13.0;11.0;0.0;0.0;167.0;65.0;32.0;2.0;2.0;12.0;1.0;14.0;2.0;77.0;165.0;768.0;411915
411925 Pinhal de Săo Bento;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;18.0;411925
411920 Pinhalăo;1.0;14.0;0.0;1.0;1.0;1.0;0.0;0.0;15.0;2.0;4.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;6.0;51.0;411920
411930 Pinhăo;3.0;28.0;1.0;10.0;4.0;3.0;0.0;0.0;57.0;20.0;1.0;0.0;0.0;2.0;0.0;7.0;2.0;6.0;19.0;163.0;411930
411940 Piraí do Sul;3.0;29.0;0.0;14.0;1.0;1.0;0.0;0.0;43.0;22.0;10.0;0.0;1.0;3.0;0.0;2.0;3.0;9.0;13.0;154.0;411940
411950 Piraquara;19.0;89.0;0.0;52.0;5.0;12.0;0.0;0.0;121.0;31.0;29.0;0.0;0.0;8.0;0.0;15.0;3.0;57.0;145.0;586.0;411950
411960 Pitanga;4.0;40.0;1.0;8.0;4.0;3.0;0.0;0.0;58.0;34.0;10.0;1.0;1.0;3.0;0.0;6.0;3.0;7.0;24.0;207.0;411960
411965 Pitangueiras;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;11.0;411965
411970 Planaltina do Paraná;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;2.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;29.0;411970
411980 Planalto;0.0;25.0;1.0;7.0;0.0;2.0;0.0;0.0;35.0;12.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;16.0;107.0;411980
411990 Ponta Grossa;73.0;361.0;12.0;98.0;23.0;37.0;1.0;1.0;525.0;202.0;120.0;3.0;4.0;38.0;4.0;50.0;23.0;368.0;229.0;2172.0;411990
411995 Pontal do Paraná;8.0;19.0;0.0;6.0;1.0;1.0;0.0;0.0;37.0;6.0;12.0;0.0;1.0;1.0;0.0;2.0;1.0;24.0;29.0;148.0;411995
412000 Porecatu;3.0;16.0;0.0;2.0;5.0;0.0;0.0;0.0;44.0;9.0;5.0;0.0;0.0;5.0;0.0;1.0;1.0;6.0;7.0;104.0;412000
412010 Porto Amazonas;0.0;5.0;0.0;2.0;1.0;1.0;0.0;0.0;13.0;2.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;9.0;39.0;412010
412015 Porto Barreiro;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;13.0;412015
412020 Porto Rico;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;16.0;412020
412030 Porto Vitória;1.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;11.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;30.0;412030
412033 Prado Ferreira;0.0;4.0;0.0;4.0;0.0;2.0;0.0;0.0;8.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;25.0;412033
412035 Pranchita;0.0;4.0;0.0;1.0;1.0;2.0;0.0;0.0;9.0;4.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;6.0;33.0;412035
412040 Presidente Castelo Branco;2.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;6.0;27.0;412040
412050 Primeiro de Maio;2.0;13.0;1.0;9.0;1.0;0.0;0.0;0.0;32.0;14.0;4.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;15.0;96.0;412050
412060 Prudentópolis;9.0;72.0;2.0;17.0;9.0;1.0;0.0;0.0;126.0;46.0;11.0;1.0;0.0;4.0;0.0;8.0;1.0;18.0;43.0;368.0;412060
412065 Quarto Centenário;0.0;3.0;0.0;3.0;1.0;1.0;0.0;0.0;12.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;34.0;412065
412070 Quatiguá;5.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;29.0;14.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;66.0;412070
412080 Quatro Barras;5.0;22.0;1.0;3.0;1.0;3.0;0.0;0.0;25.0;11.0;6.0;0.0;1.0;4.0;0.0;3.0;1.0;12.0;25.0;123.0;412080
412085 Quatro Pontes;2.0;8.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;33.0;412085
412090 Quedas do Iguaçu;9.0;29.0;0.0;7.0;1.0;2.0;0.0;0.0;45.0;13.0;3.0;1.0;1.0;1.0;0.0;5.0;2.0;7.0;30.0;156.0;412090
412100 Querência do Norte;0.0;9.0;0.0;7.0;0.0;2.0;0.0;0.0;20.0;5.0;3.0;0.0;1.0;0.0;0.0;2.0;3.0;4.0;12.0;68.0;412100
412110 Quinta do Sol;4.0;6.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;5.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;7.0;40.0;412110
412120 Quitandinha;4.0;24.0;0.0;9.0;1.0;0.0;0.0;0.0;32.0;13.0;8.0;0.0;0.0;1.0;0.0;1.0;0.0;12.0;10.0;115.0;412120
412125 Ramilândia;1.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;9.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;7.0;32.0;412125
412130 Rancho Alegre;0.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;33.0;412130
412135 Rancho Alegre D'Oeste;1.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;22.0;412135
412140 Realeza;3.0;28.0;2.0;10.0;1.0;1.0;0.0;0.0;28.0;12.0;6.0;0.0;0.0;3.0;0.0;1.0;1.0;6.0;9.0;111.0;412140
412150 Rebouças;0.0;14.0;0.0;13.0;2.0;2.0;0.0;0.0;39.0;10.0;6.0;0.0;0.0;3.0;0.0;2.0;2.0;3.0;10.0;106.0;412150
412160 Renascença;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;7.0;43.0;412160
412170 Reserva;6.0;19.0;0.0;1.0;1.0;0.0;0.0;0.0;85.0;11.0;8.0;0.0;0.0;3.0;0.0;1.0;4.0;8.0;17.0;164.0;412170
412175 Reserva do Iguaçu;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;4.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;5.0;32.0;412175
412180 Ribeirăo Claro;3.0;17.0;0.0;9.0;5.0;2.0;0.0;0.0;31.0;9.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;7.0;92.0;412180
412190 Ribeirăo do Pinhal;1.0;22.0;0.0;1.0;4.0;6.0;0.0;0.0;36.0;15.0;9.0;0.0;1.0;3.0;0.0;2.0;0.0;5.0;13.0;118.0;412190
412200 Rio Azul;0.0;18.0;0.0;4.0;1.0;5.0;0.0;0.0;35.0;18.0;1.0;0.0;1.0;0.0;0.0;4.0;2.0;1.0;5.0;95.0;412200
412210 Rio Bom;1.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;11.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;3.0;29.0;412210
412215 Rio Bonito do Iguaçu;2.0;15.0;0.0;5.0;1.0;0.0;0.0;0.0;20.0;3.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;10.0;63.0;412215
412217 Rio Branco do Ivaí;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;17.0;412217
412220 Rio Branco do Sul;7.0;27.0;2.0;6.0;2.0;7.0;0.0;0.0;40.0;30.0;7.0;0.0;0.0;8.0;0.0;3.0;3.0;46.0;33.0;221.0;412220
412230 Rio Negro;8.0;36.0;0.0;17.0;2.0;4.0;0.0;0.0;36.0;19.0;9.0;0.0;2.0;5.0;0.0;7.0;2.0;42.0;15.0;204.0;412230
412240 Rolândia;14.0;59.0;2.0;35.0;6.0;7.0;0.0;0.0;109.0;58.0;21.0;2.0;0.0;7.0;0.0;7.0;7.0;5.0;61.0;400.0;412240
412250 Roncador;1.0;8.0;0.0;2.0;2.0;2.0;0.0;0.0;35.0;8.0;4.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;10.0;79.0;412250
412260 Rondon;1.0;10.0;0.0;1.0;1.0;1.0;0.0;0.0;25.0;3.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;5.0;56.0;412260
412265 Rosário do Ivaí;0.0;6.0;0.0;2.0;1.0;1.0;0.0;0.0;16.0;4.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;5.0;43.0;412265
412270 Sabáudia;1.0;9.0;0.0;2.0;1.0;0.0;0.0;0.0;15.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;38.0;412270
412280 Salgado Filho;0.0;11.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;3.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;30.0;412280
412290 Salto do Itararé;2.0;2.0;0.0;5.0;1.0;0.0;0.0;0.0;16.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;32.0;412290
412300 Salto do Lontra;3.0;14.0;0.0;4.0;0.0;2.0;0.0;0.0;24.0;10.0;2.0;0.0;0.0;1.0;0.0;4.0;0.0;2.0;15.0;81.0;412300
412310 Santa Amélia;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;6.0;32.0;412310
412320 Santa Cecília do Pavăo;0.0;6.0;0.0;4.0;0.0;1.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;30.0;412320
412330 Santa Cruz de Monte Castelo;1.0;9.0;1.0;8.0;0.0;1.0;0.0;0.0;24.0;5.0;4.0;0.0;1.0;5.0;0.0;1.0;0.0;1.0;10.0;71.0;412330
412340 Santa Fé;1.0;14.0;0.0;3.0;1.0;4.0;0.0;0.0;22.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;7.0;4.0;65.0;412340
412350 Santa Helena;2.0;35.0;0.0;7.0;1.0;0.0;0.0;0.0;36.0;8.0;8.0;1.0;2.0;4.0;0.0;1.0;3.0;14.0;28.0;150.0;412350
412360 Santa Inês;0.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;21.0;412360
412370 Santa Isabel do Ivaí;0.0;12.0;0.0;7.0;0.0;1.0;0.0;0.0;28.0;9.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;7.0;71.0;412370
412380 Santa Izabel do Oeste;1.0;19.0;0.0;4.0;0.0;0.0;0.0;0.0;23.0;10.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;7.0;72.0;412380
412382 Santa Lúcia;2.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;18.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;35.0;412382
412385 Santa Maria do Oeste;0.0;10.0;0.0;4.0;0.0;0.0;0.0;0.0;25.0;18.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;9.0;10.0;82.0;412385
412390 Santa Mariana;6.0;22.0;0.0;9.0;2.0;2.0;0.0;0.0;31.0;13.0;6.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;8.0;105.0;412390
412395 Santa Mônica;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;18.0;412395
412402 Santa Tereza do Oeste;2.0;11.0;0.0;1.0;1.0;0.0;0.0;0.0;22.0;8.0;4.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;12.0;64.0;412402
412405 Santa Terezinha de Itaipu;3.0;27.0;2.0;7.0;0.0;2.0;0.0;0.0;24.0;22.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;27.0;130.0;412405
412400 Santana do Itararé;3.0;10.0;0.0;3.0;0.0;3.0;0.0;0.0;18.0;7.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;6.0;56.0;412400
412410 Santo Antônio da Platina;16.0;41.0;3.0;25.0;4.0;12.0;0.0;0.0;110.0;37.0;10.0;0.0;0.0;6.0;0.0;6.0;3.0;11.0;27.0;311.0;412410
412420 Santo Antônio do Caiuá;1.0;2.0;1.0;2.0;0.0;2.0;0.0;0.0;6.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;25.0;412420
412430 Santo Antônio do Paraíso;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;21.0;412430
412440 Santo Antônio do Sudoeste;1.0;19.0;0.0;5.0;0.0;4.0;0.0;0.0;23.0;7.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;4.0;17.0;86.0;412440
412450 Santo Inácio;2.0;7.0;0.0;2.0;1.0;1.0;0.0;0.0;13.0;3.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;4.0;37.0;412450
412460 Săo Carlos do Ivaí;1.0;11.0;0.0;0.0;2.0;1.0;0.0;0.0;16.0;11.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;4.0;52.0;412460
412470 Săo Jerônimo da Serra;0.0;9.0;0.0;3.0;1.0;1.0;0.0;0.0;24.0;4.0;7.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;12.0;77.0;412470
412480 Săo Joăo;4.0;17.0;1.0;5.0;1.0;1.0;0.0;0.0;19.0;8.0;10.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;6.0;77.0;412480
412490 Săo Joăo do Caiuá;2.0;4.0;0.0;3.0;2.0;1.0;0.0;0.0;11.0;4.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;5.0;40.0;412490
412500 Săo Joăo do Ivaí;6.0;14.0;0.0;16.0;3.0;0.0;0.0;0.0;43.0;13.0;4.0;1.0;0.0;3.0;0.0;2.0;0.0;5.0;14.0;124.0;412500
412510 Săo Joăo do Triunfo;2.0;18.0;0.0;3.0;1.0;2.0;0.0;0.0;25.0;10.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;5.0;5.0;77.0;412510
412520 Săo Jorge d'Oeste;1.0;19.0;0.0;5.0;1.0;0.0;0.0;0.0;20.0;5.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;10.0;66.0;412520
412530 Săo Jorge do Ivaí;1.0;7.0;0.0;3.0;0.0;4.0;0.0;0.0;14.0;1.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;38.0;412530
412535 Săo Jorge do Patrocínio;2.0;13.0;0.0;8.0;0.0;1.0;0.0;0.0;14.0;6.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;4.0;56.0;412535
412540 Săo José da Boa Vista;2.0;7.0;0.0;5.0;0.0;0.0;0.0;0.0;21.0;6.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;51.0;412540
412545 Săo José das Palmeiras;0.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;21.0;3.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;5.0;43.0;412545
412550 Săo José dos Pinhais;40.0;245.0;2.0;78.0;7.0;29.0;0.0;0.0;349.0;111.0;66.0;3.0;5.0;31.0;0.0;29.0;18.0;215.0;303.0;1531.0;412550
412555 Săo Manoel do Paraná;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;412555
412560 Săo Mateus do Sul;10.0;49.0;1.0;11.0;2.0;5.0;0.0;0.0;73.0;16.0;15.0;0.0;3.0;6.0;0.0;3.0;1.0;11.0;25.0;231.0;412560
412570 Săo Miguel do Iguaçu;3.0;31.0;1.0;16.0;0.0;4.0;0.0;0.0;38.0;20.0;8.0;0.0;1.0;6.0;2.0;2.0;2.0;13.0;30.0;177.0;412570
412575 Săo Pedro do Iguaçu;2.0;10.0;0.0;4.0;0.0;0.0;0.0;0.0;17.0;8.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;9.0;60.0;412575
412580 Săo Pedro do Ivaí;2.0;8.0;0.0;1.0;3.0;1.0;0.0;0.0;19.0;4.0;7.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;54.0;412580
412590 Săo Pedro do Paraná;1.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;23.0;412590
412600 Săo Sebastiăo da Amoreira;0.0;8.0;1.0;1.0;2.0;1.0;0.0;0.0;25.0;5.0;3.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;7.0;59.0;412600
412610 Săo Tomé;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;17.0;4.0;4.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;5.0;44.0;412610
412620 Sapopema;0.0;7.0;0.0;2.0;1.0;2.0;0.0;0.0;17.0;6.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;45.0;412620
412625 Sarandi;10.0;60.0;2.0;49.0;6.0;9.0;0.0;0.0;162.0;54.0;34.0;0.0;0.0;7.0;3.0;4.0;3.0;15.0;103.0;521.0;412625
412627 Saudade do Iguaçu;1.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;29.0;412627
412630 Sengés;5.0;18.0;0.0;16.0;5.0;2.0;0.0;0.0;28.0;9.0;4.0;0.0;0.0;2.0;0.0;1.0;0.0;6.0;14.0;110.0;412630
412635 Serranópolis do Iguaçu;2.0;3.0;0.0;3.0;0.0;2.0;0.0;0.0;7.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;27.0;412635
412640 Sertaneja;1.0;8.0;0.0;6.0;0.0;2.0;0.0;0.0;20.0;10.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;11.0;65.0;412640
412650 Sertanópolis;5.0;21.0;1.0;10.0;1.0;4.0;0.0;0.0;34.0;10.0;7.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;11.0;110.0;412650
412660 Siqueira Campos;10.0;19.0;1.0;13.0;0.0;2.0;0.0;0.0;51.0;12.0;4.0;0.0;0.0;5.0;0.0;4.0;2.0;2.0;9.0;134.0;412660
412665 Sulina;0.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;24.0;412665
412667 Tamarana;3.0;21.0;1.0;2.0;0.0;2.0;0.0;0.0;24.0;8.0;1.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;13.0;81.0;412667
412670 Tamboara;1.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;9.0;7.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;37.0;412670
412680 Tapejara;4.0;11.0;1.0;2.0;2.0;2.0;0.0;0.0;34.0;5.0;9.0;0.0;0.0;4.0;0.0;2.0;0.0;2.0;9.0;87.0;412680
412690 Tapira;2.0;11.0;0.0;3.0;1.0;0.0;0.0;0.0;20.0;7.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;52.0;412690
412700 Teixeira Soares;2.0;12.0;0.0;2.0;0.0;1.0;0.0;0.0;19.0;3.0;4.0;0.0;0.0;1.0;0.0;1.0;3.0;10.0;9.0;67.0;412700
412710 Telêmaco Borba;12.0;72.0;3.0;30.0;9.0;9.0;0.0;0.0;139.0;61.0;32.0;0.0;2.0;17.0;1.0;17.0;7.0;25.0;64.0;500.0;412710
412720 Terra Boa;1.0;11.0;1.0;12.0;0.0;2.0;0.0;0.0;45.0;19.0;13.0;0.0;0.0;1.0;0.0;3.0;0.0;3.0;10.0;121.0;412720
412730 Terra Rica;4.0;15.0;0.0;12.0;1.0;3.0;0.0;0.0;56.0;10.0;9.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;14.0;130.0;412730
412740 Terra Roxa;0.0;13.0;0.0;9.0;2.0;1.0;0.0;0.0;58.0;7.0;4.0;1.0;0.0;4.0;0.0;2.0;3.0;12.0;20.0;136.0;412740
412750 Tibagi;2.0;19.0;1.0;19.0;2.0;4.0;0.0;0.0;24.0;10.0;6.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;21.0;115.0;412750
412760 Tijucas do Sul;5.0;16.0;0.0;5.0;0.0;6.0;0.0;1.0;38.0;18.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;9.0;11.0;113.0;412760
412770 Toledo;22.0;115.0;4.0;17.0;3.0;28.0;0.0;0.0;169.0;100.0;41.0;0.0;1.0;10.0;1.0;5.0;4.0;29.0;98.0;647.0;412770
412780 Tomazina;5.0;19.0;1.0;5.0;1.0;2.0;0.0;0.0;27.0;10.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;6.0;83.0;412780
412785 Três Barras do Paraná;0.0;19.0;0.0;2.0;0.0;3.0;0.0;0.0;26.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;12.0;75.0;412785
412788 Tunas do Paraná;2.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;3.0;5.0;0.0;0.0;1.0;0.0;3.0;0.0;6.0;5.0;40.0;412788
